Data as of,Start Date,End Date,State,County Name,Urban Rural Code,FIPS State,FIPS County,FIPS Code,Indicator,Total deaths,COVID-19 Deaths,Non-Hispanic White,Non-Hispanic Black,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Hispanic,Other,Urban Rural Description,Footnote
11/09/2022,01/01/2020,11/05/2022,NY,Tompkins County,4,36,109,36109,Distribution of population (%),2089,137,0.77,0.041,0.003,0.1,0,0.054,0.032,Small metro,
11/09/2022,01/01/2020,11/05/2022,NY,Ulster County,4,36,111,36111,Distribution of all-cause deaths (%),4174,310,0.9,0.047,,0.007,,0.039,0.006,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,NY,Ulster County,4,36,111,36111,Distribution of COVID-19 deaths (%),4174,310,0.868,0.065,,,,0.061,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,NY,Ulster County,4,36,111,36111,Distribution of population (%),4174,310,0.782,0.06,0.002,0.02,0,0.11,0.024,Small metro,
11/09/2022,01/01/2020,11/05/2022,NY,Warren County,4,36,113,36113,Distribution of all-cause deaths (%),2977,285,0.982,0.006,,0.003,,0.008,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,NY,Warren County,4,36,113,36113,Distribution of COVID-19 deaths (%),2977,285,0.986,,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,NY,Warren County,4,36,113,36113,Distribution of population (%),2977,285,0.933,0.012,0.002,0.009,0,0.029,0.015,Small metro,
11/09/2022,01/01/2020,11/05/2022,NY,Wayne County,2,36,117,36117,Distribution of all-cause deaths (%),1964,160,0.934,0.039,,,,0.022,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,NY,Wayne County,2,36,117,36117,Distribution of COVID-19 deaths (%),1964,160,0.919,,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,NY,Wayne County,2,36,117,36117,Distribution of population (%),1964,160,0.895,0.028,0.002,0.007,0,0.047,0.02,Large fringe metro,
11/09/2022,01/01/2020,11/05/2022,NY,Westchester County,2,36,119,36119,Distribution of all-cause deaths (%),23174,3734,0.698,0.146,0,0.027,,0.123,0.005,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,NY,Westchester County,2,36,119,36119,Distribution of COVID-19 deaths (%),23174,3734,0.593,0.16,,0.032,,0.209,0.005,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,NY,Westchester County,2,36,119,36119,Distribution of population (%),23174,3734,0.522,0.138,0.001,0.064,0,0.258,0.016,Large fringe metro,
11/09/2022,01/01/2020,11/05/2022,OH,Allen County,4,39,3,39003,Distribution of all-cause deaths (%),4944,852,0.902,0.081,,0.003,,0.01,0.003,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Allen County,4,39,3,39003,Distribution of COVID-19 deaths (%),4944,852,0.907,0.069,,,,0.018,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Allen County,4,39,3,39003,Distribution of population (%),4944,852,0.801,0.124,0.002,0.008,0,0.035,0.029,Small metro,
11/09/2022,01/01/2020,11/05/2022,OH,Ashland County,5,39,5,39005,Distribution of all-cause deaths (%),1662,203,0.977,0.017,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Ashland County,5,39,5,39005,Distribution of COVID-19 deaths (%),1662,203,0.995,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Ashland County,5,39,5,39005,Distribution of population (%),1662,203,0.953,0.008,0.002,0.007,0.001,0.016,0.013,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,OH,Ashtabula County,5,39,7,39007,Distribution of all-cause deaths (%),3364,416,0.948,0.035,,,,0.013,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Ashtabula County,5,39,7,39007,Distribution of COVID-19 deaths (%),3364,416,0.938,0.043,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Ashtabula County,5,39,7,39007,Distribution of population (%),3364,416,0.891,0.033,0.002,0.005,0,0.046,0.022,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,OH,Athens County,5,39,9,39009,Distribution of all-cause deaths (%),1409,125,0.982,0.011,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Athens County,5,39,9,39009,Distribution of COVID-19 deaths (%),1409,125,0.992,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Athens County,5,39,9,39009,Distribution of population (%),1409,125,0.898,0.028,0.002,0.029,0,0.019,0.023,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,OH,Auglaize County,5,39,11,39011,Distribution of all-cause deaths (%),1289,132,0.99,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Auglaize County,5,39,11,39011,Distribution of COVID-19 deaths (%),1289,132,0.992,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Auglaize County,5,39,11,39011,Distribution of population (%),1289,132,0.956,0.006,0.002,0.005,0.001,0.019,0.011,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,OH,Belmont County,4,39,13,39013,Distribution of all-cause deaths (%),1878,172,0.979,0.018,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Belmont County,4,39,13,39013,Distribution of COVID-19 deaths (%),1878,172,0.983,,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Belmont County,4,39,13,39013,Distribution of population (%),1878,172,0.925,0.04,0.002,0.005,0,0.011,0.016,Small metro,
11/09/2022,01/01/2020,11/05/2022,OH,Butler County,2,39,17,39017,Distribution of all-cause deaths (%),10436,1219,0.886,0.087,,0.015,,0.01,0.001,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Butler County,2,39,17,39017,Distribution of COVID-19 deaths (%),10436,1219,0.855,0.108,,0.019,,0.016,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Butler County,2,39,17,39017,Distribution of population (%),10436,1219,0.791,0.09,0.002,0.04,0.001,0.051,0.024,Large fringe metro,
11/09/2022,01/01/2020,11/05/2022,OH,Clark County,4,39,23,39023,Distribution of all-cause deaths (%),5163,609,0.888,0.099,0.002,0.003,,0.006,0.002,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Clark County,4,39,23,39023,Distribution of COVID-19 deaths (%),5163,609,0.9,0.094,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Clark County,4,39,23,39023,Distribution of population (%),5163,609,0.836,0.087,0.002,0.007,0.001,0.037,0.029,Small metro,
11/09/2022,01/01/2020,11/05/2022,OH,Clermont County,2,39,25,39025,Distribution of all-cause deaths (%),3932,312,0.969,0.017,0.004,0.005,,0.004,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Clermont County,2,39,25,39025,Distribution of COVID-19 deaths (%),3932,312,0.962,,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Clermont County,2,39,25,39025,Distribution of population (%),3932,312,0.929,0.017,0.002,0.014,0,0.022,0.016,Large fringe metro,
11/09/2022,01/01/2020,11/05/2022,OH,Clinton County,5,39,27,39027,Distribution of all-cause deaths (%),1262,148,0.968,0.029,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Clinton County,5,39,27,39027,Distribution of COVID-19 deaths (%),1262,148,0.953,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Clinton County,5,39,27,39027,Distribution of population (%),1262,148,0.93,0.021,0.003,0.006,0,0.019,0.021,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,OH,Columbiana County,5,39,29,39029,Distribution of all-cause deaths (%),3465,432,0.979,0.016,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Columbiana County,5,39,29,39029,Distribution of COVID-19 deaths (%),3465,432,0.968,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Columbiana County,5,39,29,39029,Distribution of population (%),3465,432,0.935,0.023,0.002,0.003,0,0.02,0.016,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,OH,Crawford County,5,39,33,39033,Distribution of all-cause deaths (%),1597,220,0.982,0.011,,,,0.006,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Crawford County,5,39,33,39033,Distribution of COVID-19 deaths (%),1597,220,0.991,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Crawford County,5,39,33,39033,Distribution of population (%),1597,220,0.95,0.011,0.002,0.006,0.001,0.018,0.012,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,OH,Cuyahoga County,1,39,35,39035,Distribution of all-cause deaths (%),52373,5790,0.698,0.267,0.001,0.009,,0.023,0.001,Large central metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Cuyahoga County,1,39,35,39035,Distribution of COVID-19 deaths (%),52373,5790,0.703,0.259,,0.008,,0.028,,Large central metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Cuyahoga County,1,39,35,39035,Distribution of population (%),52373,5790,0.582,0.297,0.001,0.034,0,0.065,0.021,Large central metro,
11/09/2022,01/01/2020,11/05/2022,OH,Darke County,5,39,37,39037,Distribution of all-cause deaths (%),1657,156,0.987,0.007,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Darke County,5,39,37,39037,Distribution of COVID-19 deaths (%),1657,156,0.981,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Darke County,5,39,37,39037,Distribution of population (%),1657,156,0.956,0.007,0.002,0.005,0,0.017,0.013,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,OH,Defiance County,5,39,39,39039,Distribution of all-cause deaths (%),1757,174,0.952,,,,,0.043,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Defiance County,5,39,39,39039,Distribution of COVID-19 deaths (%),1757,174,0.954,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Defiance County,5,39,39,39039,Distribution of population (%),1757,174,0.857,0.017,0.002,0.005,0,0.106,0.013,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,OH,Delaware County,2,39,41,39041,Distribution of all-cause deaths (%),2898,187,0.944,0.03,,0.016,,0.008,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Delaware County,2,39,41,39041,Distribution of COVID-19 deaths (%),2898,187,0.973,,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Delaware County,2,39,41,39041,Distribution of population (%),2898,187,0.828,0.04,0.001,0.082,0,0.029,0.02,Large fringe metro,
11/09/2022,01/01/2020,11/05/2022,OH,Erie County,5,39,43,39043,Distribution of all-cause deaths (%),3352,369,0.903,0.078,,,,0.017,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Erie County,5,39,43,39043,Distribution of COVID-19 deaths (%),3352,369,0.873,0.081,,,,0.043,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Erie County,5,39,43,39043,Distribution of population (%),3352,369,0.826,0.087,0.002,0.008,0,0.047,0.03,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,OH,Fairfield County,2,39,45,39045,Distribution of all-cause deaths (%),4415,505,0.964,0.026,,0.005,,0.003,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Fairfield County,2,39,45,39045,Distribution of COVID-19 deaths (%),4415,505,0.968,,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Fairfield County,2,39,45,39045,Distribution of population (%),4415,505,0.84,0.089,0.002,0.021,0,0.025,0.022,Large fringe metro,
11/09/2022,01/01/2020,11/05/2022,OH,Franklin County,1,39,49,39049,Distribution of all-cause deaths (%),43748,4895,0.771,0.192,0.001,0.017,,0.016,0.003,Large central metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Franklin County,1,39,49,39049,Distribution of COVID-19 deaths (%),43748,4895,0.753,0.195,,0.023,,0.026,0.002,Large central metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,OH,Franklin County,1,39,49,39049,Distribution of population (%),43748,4895,0.614,0.234,0.002,0.059,0,0.06,0.031,Large central metro,
